Tm,Year,#Bat,BatAge,G,PA,AB,R/G,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,LOB,#P,PAge,RA/G,ERA,GF,CG,tSho,cSho,SV,IP,H_P,R,ER,HR_P,BB_P,IBB_P,SO_P,HBP_P,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,LOB_P,#Fld,RA/G_F,DefEff,GS,CG_F,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,BPF,PPF,#a-tA-S,1Run,Under500,SOS,W-L%
Milwaukee Brewers,2011,48,28.9,162,37.7345679,33.62345679,4.45,8.777777778,1.703703704,0.191358025,1.141975309,4.277777778,0.580246914,0.191358025,2.969135802,6.685185185,0.261,0.325,0.425,0.75,102,14.29012346,0.703703704,0.345679012,0.524691358,0.271604938,0.327160494,6.851851852,22,29.3,3.94,3.63,0.99382716,0.00617284,13,1,0.290123457,8.896296296,8.320987654,3.938271605,3.592592593,0.907407407,2.716049383,0.098765432,7.759259259,0.203703704,0.030864198,0.432098765,37.33333333,109,3.59,1.24,8.4,0.9,2.7,7.8,2.86,6.697530864,46,3.94,0.694,9,6.703703704,80.09259259,37.17901235,26.69753086,9.796296296,0.685185185,0.802469136,0.982,24,2,103,103,14,0.625,0.623,-0.2,0.593
Minnesota Twins,2011,45,27.5,162,37.16049383,33.87037037,3.82,8.37654321,1.598765432,0.154320988,0.635802469,3.530864198,0.567901235,0.240740741,2.716049383,6.469135802,0.247,0.306,0.36,0.666,84,12.19135802,0.709876543,0.228395062,0.191358025,0.154320988,0.148148148,6.666666667,24,28.5,4.96,4.58,0.956790123,0.043209877,8,3,0.197530864,8.772839506,9.654320988,4.962962963,4.469135802,0.99382716,2.962962963,0.228395062,5.802469136,0.333333333,0.030864198,0.290123457,38.33333333,89,4.3,1.438,9.9,1,3,6,1.96,7.043209877,44,4.96,0.677,9,7.296296296,78.98148148,37.06790123,26.32716049,10.00617284,0.734567901,0.944444444,0.98,-65,-6,99,99,10,0.458,0.500,0.2,0.389
New York Mets,2011,46,28,162,39.10493827,34.56790123,4.43,9.117283951,1.907407407,0.240740741,0.666666667,4.172839506,0.802469136,0.216049383,3.524691358,6.697530864,0.264,0.335,0.391,0.725,103,13.50617284,0.691358025,0.314814815,0.401234568,0.296296296,0.345679012,7.759259259,23,30,4.58,4.19,0.962962963,0.037037037,9,2,0.265432099,8.938271605,9.148148148,4.580246914,4.160493827,0.907407407,3.172839506,0.296296296,6.950617284,0.432098765,0.043209877,0.283950617,38.98765432,88,4,1.378,9.2,0.9,3.2,7,2.19,7.592592593,46,4.58,0.683,9,7.055555556,80.44444444,38.00617284,26.81481481,10.47530864,0.716049383,0.777777778,0.981,-81,-7,96,96,11,0.429,0.494,0,0.475
New York Yankees,2011,48,30.6,162,38.92592593,34.0617284,5.35,8.962962963,1.648148148,0.203703704,1.37037037,5.160493827,0.907407407,0.283950617,3.87037037,7.024691358,0.263,0.343,0.444,0.788,110,15.12962963,0.901234568,0.456790123,0.222222222,0.314814815,0.209876543,6.87654321,28,31,4.06,3.73,0.969135802,0.030864198,8,3,0.290123457,9.000617284,8.783950617,4.055555556,3.734567901,0.938271605,3.12962963,0.265432099,7.543209877,0.358024691,0.018518519,0.413580247,38.37037037,116,3.87,1.323,8.8,0.9,3.1,7.5,2.41,7.308641975,48,4.06,0.688,9,6.802469136,81.01851852,37.32098765,27.00617284,9.685185185,0.62962963,0.87037037,0.983,28,3,106,105,20,0.467,0.494,0.1,0.599
Oakland Athletics,2011,48,29.1,162,37.67901235,33.65432099,3.98,8.209876543,1.728395062,0.179012346,0.703703704,3.777777778,0.722222222,0.265432099,3.141975309,6.75308642,0.244,0.311,0.369,0.68,88,12.40740741,0.734567901,0.308641975,0.209876543,0.351851852,0.12345679,6.827160494,26,27.4,4.19,3.71,0.962962963,0.037037037,12,1,0.240740741,8.933333333,8.518518519,4.191358025,3.685185185,0.839506173,3.203703704,0.148148148,7.160493827,0.25308642,0.018518519,0.327160494,38.01851852,109,3.8,1.312,8.6,0.8,3.2,7.2,2.24,7.018518519,48,4.19,0.692,9,7.283950617,80.42592593,37.01234568,26.80864198,9.438271605,0.765432099,0.895061728,0.979,-33,-3,98,98,8,0.444,0.420,0.2,0.457
Philadelphia Phillies,2011,42,31.5,162,38.75925926,34.4382716,4.4,8.697530864,1.592592593,0.234567901,0.944444444,4.277777778,0.592592593,0.148148148,3.327160494,6.320987654,0.253,0.323,0.395,0.717,96,13.59259259,0.666666667,0.345679012,0.401234568,0.234567901,0.320987654,7.388888889,23,29.2,3.27,3.02,0.888888889,0.111111111,21,7,0.290123457,9.117283951,8.148148148,3.265432099,3.055555556,0.740740741,2.49382716,0.25308642,8.018518519,0.290123457,0.037037037,0.141975309,37.46296296,127,3.24,1.167,8,0.7,2.5,7.9,3.22,6.845679012,42,3.27,0.703,9,7.333333333,82.05555556,37.80864198,27.35185185,10,0.456790123,0.833333333,0.988,26,2,101,100,17,0.596,0.617,-0.1,0.63
Pittsburgh Pirates,2011,52,27.2,162,37.43209877,33.46296296,3.77,8.179012346,1.709876543,0.216049383,0.660493827,3.580246914,0.666666667,0.320987654,3.018518519,8.074074074,0.244,0.309,0.368,0.676,90,12.30246914,0.759259259,0.209876543,0.462962963,0.271604938,0.191358025,6.660493827,25,28.1,4.4,4.04,0.969135802,0.030864198,11,3,0.265432099,8.945061728,9.339506173,4.395061728,4.012345679,0.938271605,3.302469136,0.401234568,6.364197531,0.382716049,0.037037037,0.37037037,38.99382716,92,4.2,1.413,9.4,0.9,3.3,6.4,1.93,7.759259259,52,4.4,0.684,9,6.672839506,80.51851852,38.46296296,26.83950617,10.93209877,0.691358025,0.950617284,0.982,-17,-2,95,97,12,0.488,0.556,-0.2,0.444
San Diego Padres,2011,48,28,162,37.49382716,33.4382716,3.66,7.925925926,1.524691358,0.259259259,0.561728395,3.475308642,1.049382716,0.271604938,3.092592593,8.148148148,0.237,0.305,0.349,0.653,85,11.65432099,0.648148148,0.296296296,0.339506173,0.290123457,0.259259259,6.808641975,22,28.1,3.77,3.42,1,0,10,0,0.271604938,8.945061728,8.172839506,3.771604938,3.401234568,0.771604938,3.216049383,0.345679012,7.030864198,0.228395062,0.037037037,0.277777778,37.4382716,104,3.73,1.273,8.2,0.8,3.2,7.1,2.19,6.827160494,48,3.77,0.704,9,6.703703704,80.51851852,37.87654321,26.83950617,10.45679012,0.580246914,0.858024691,0.985,13,1,93,93,9,0.392,0.475,-0.1,0.438
Seattle Mariners,2011,47,29.4,162,36.86419753,33.46296296,3.43,7.796296296,1.561728395,0.135802469,0.672839506,3.296296296,0.771604938,0.24691358,2.685185185,7.901234568,0.233,0.292,0.348,0.64,84,11.64814815,0.50617284,0.228395062,0.234567901,0.25308642,0.203703704,6.685185185,21,26.8,4.17,3.9,0.925925926,0.074074074,10,3,0.240740741,8.845679012,8.450617284,4.166666667,3.833333333,0.895061728,2.691358025,0.166666667,6.716049383,0.314814815,0.037037037,0.419753086,37.12345679,97,3.84,1.26,8.6,0.9,2.7,6.8,2.5,6.419753086,45,4.17,0.698,9,7.37037037,79.61111111,37.22222222,26.53703704,10.01851852,0.666666667,0.938271605,0.982,-11,-1,90,92,12,0.481,0.438,0.3,0.414
San Francisco Giants,2011,44,30.2,162,37.59876543,33.86419753,3.52,8.191358025,1.740740741,0.148148148,0.74691358,3.296296296,0.524691358,0.314814815,2.765432099,6.925925926,0.242,0.303,0.368,0.671,91,12.4691358,0.722222222,0.320987654,0.382716049,0.265432099,0.290123457,6.956790123,17,28.5,3.57,3.2,0.981481481,0.018518519,12,2,0.320987654,9.061728395,7.777777778,3.567901235,3.222222222,0.592592593,3.450617284,0.283950617,8.12345679,0.308641975,0.024691358,0.259259259,37.83950617,109,3.33,1.239,7.7,0.6,3.4,8.1,2.35,7.086419753,43,3.57,0.701,9,6.222222222,81.55555556,38.05555556,27.18518519,10.22839506,0.641975309,0.783950617,0.983,14,1,92,91,15,0.6,0.593,-0.1,0.531
St. Louis Cardinals,2011,46,29.3,162,38.5308642,34.14814815,4.7,9.339506173,1.901234568,0.135802469,1,4.481481481,0.351851852,0.240740741,3.345679012,6.037037037,0.273,0.341,0.425,0.766,112,14.51234568,1.043209877,0.271604938,0.518518519,0.24691358,0.395061728,6.956790123,24,30.2,4.27,3.74,0.956790123,0.043209877,9,5,0.290123457,9.024691358,9.018518519,4.271604938,3.75308642,0.839506173,2.765432099,0.271604938,6.777777778,0.283950617,0.018518519,0.296296296,38.33950617,99,3.75,1.306,9,0.8,2.8,6.8,2.45,6.99382716,46,4.27,0.687,9,5.925925926,81.22222222,38.99382716,27.07407407,11.2037037,0.716049383,1.030864198,0.982,-5,0,98,97,14,0.531,0.630,-0.2,0.556
Tampa Bay Rays,2011,42,28.3,162,37.97530864,33.55555556,4.36,8.172839506,1.685185185,0.228395062,1.061728395,4.160493827,0.956790123,0.382716049,3.524691358,7.364197531,0.244,0.322,0.402,0.724,104,13.5,0.62345679,0.450617284,0.228395062,0.216049383,0.191358025,6.901234568,21,27.8,3.79,3.58,0.907407407,0.092592593,13,5,0.197530864,8.944444444,7.796296296,3.790123457,3.561728395,0.99382716,3.111111111,0.234567901,7.055555556,0.283950617,0.018518519,0.277777778,37.09876543,105,4.03,1.219,7.8,1,3.1,7.1,2.27,6.475308642,40,3.79,0.724,9,6.802469136,80.5,36.66049383,26.83333333,9.37654321,0.450617284,0.851851852,0.988,52,5,93,92,10,0.591,0.481,0.2,0.562
Texas Rangers,2011,45,29.1,162,38.64814815,34.93209877,5.28,9.87037037,1.913580247,0.197530864,1.296296296,4.981481481,0.882716049,0.277777778,2.932098765,5.740740741,0.283,0.34,0.46,0.8,110,16.06790123,0.833333333,0.240740741,0.240740741,0.302469136,0.216049383,6.950617284,25,28.8,4.18,3.79,0.938271605,0.061728395,19,7,0.234567901,8.895679012,8.191358025,4.179012346,3.74691358,1.049382716,2.845679012,0.12962963,7.277777778,0.283950617,0.037037037,0.265432099,37.16666667,117,3.98,1.241,8.3,1.1,2.9,7.4,2.56,6.296296296,45,4.18,0.704,9,6.975308642,80.07407407,36.97530864,26.69135802,9.580246914,0.703703704,1.012345679,0.981,39,4,109,108,16,0.442,0.556,0.1,0.593
Toronto Blue Jays,2011,53,28.3,162,38.33333333,34.31481481,4.59,8.543209877,1.759259259,0.209876543,1.148148148,4.345679012,0.808641975,0.320987654,3.240740741,7.308641975,0.249,0.317,0.413,0.73,96,14.16666667,0.666666667,0.296296296,0.191358025,0.290123457,0.25308642,6.728395062,30,27.6,4.7,4.32,0.956790123,0.043209877,10,3,0.203703704,9.001234568,8.845679012,4.697530864,4.320987654,1.104938272,3.333333333,0.172839506,7.216049383,0.475308642,0.018518519,0.450617284,38.80246914,99,4.29,1.353,8.8,1.1,3.3,7.2,2.16,7.092592593,53,4.7,0.693,9,7.172839506,81.03703704,38.2037037,27.01234568,10.51234568,0.679012346,0.913580247,0.982,19,2,104,104,6,0.509,0.451,0.3,0.5
Washington Nationals,2011,44,28.4,161,37.82608696,33.79503106,3.88,8.192546584,1.596273292,0.136645963,0.956521739,3.689440994,0.658385093,0.236024845,2.919254658,8.217391304,0.242,0.309,0.383,0.691,89,12.93167702,0.639751553,0.403726708,0.50931677,0.198757764,0.248447205,6.919254658,24,27.6,3.99,3.58,0.98136646,0.01863354,10,2,0.304347826,9.000621118,8.714285714,3.99378882,3.583850932,0.801242236,2.962732919,0.267080745,6.51552795,0.322981366,0.037267081,0.304347826,38.14285714,107,3.83,1.297,8.7,0.8,3,6.5,2.2,7.142857143,43,3.99,0.697,9,6.819875776,81.01863354,38.1552795,27.00621118,10.50310559,0.645962733,0.900621118,0.983,47,4,100,100,10,0.5,0.553,-0.1,0.497
Arizona Diamondbacks,2012,48,28.3,162,37.96296296,33.71604938,4.53,8.740740741,1.895061728,0.203703704,1.018518519,4.382716049,0.574074074,0.314814815,3.327160494,7.814814815,0.259,0.328,0.418,0.746,99,14.09876543,0.666666667,0.25308642,0.37654321,0.277777778,0.290123457,6.925925926,23,27.4,4.25,3.93,0.975308642,0.024691358,9,2,0.240740741,8.84691358,8.839506173,4.24691358,3.864197531,0.956790123,2.574074074,0.111111111,7.407407407,0.314814815,0.061728395,0.320987654,37.42592593,104,3.8,1.29,9,1,2.6,7.5,2.88,6.62962963,48,4.25,0.685,9,7.444444444,79.64814815,37.45061728,26.54938272,10.34567901,0.555555556,0.901234568,0.985,-15,-1,103,103,13,0.357,0.488,-0.2,0.5
Atlanta Braves,2012,41,28.4,162,37.81481481,33.48765432,4.32,8.277777778,1.62345679,0.185185185,0.919753086,4.074074074,0.62345679,0.197530864,3.5,7.956790123,0.247,0.32,0.389,0.709,90,13.0308642,0.666666667,0.209876543,0.327160494,0.283950617,0.228395062,6.956790123,21,27.6,3.7,3.42,0.969135802,0.030864198,16,4,0.290123457,8.92037037,8.086419753,3.703703704,3.388888889,0.895061728,2.864197531,0.24691358,7.604938272,0.25308642,0.018518519,0.333333333,36.98148148,117,3.74,1.227,8.2,0.9,2.9,7.7,2.66,6.512345679,41,3.7,0.703,9,7.37037037,80.2962963,37.50617284,26.7654321,10.20987654,0.530864198,0.907407407,0.986,101,9,102,101,16,0.658,0.469,-0.1,0.58
Baltimore Orioles,2012,52,28,162,38.02469136,34.32098765,4.4,8.487654321,1.666666667,0.098765432,1.320987654,4.179012346,0.358024691,0.179012346,2.962962963,8.117283951,0.247,0.311,0.417,0.728,97,14.31481481,0.938271605,0.308641975,0.234567901,0.185185185,0.148148148,6.339506173,26,27.6,4.35,3.9,0.99382716,0.00617284,10,1,0.339506173,9.154320988,8.845679012,4.351851852,3.962962963,1.135802469,2.969135802,0.222222222,7.265432099,0.327160494,0.037037037,0.209876543,38.75308642,109,4.2,1.291,8.7,1.1,2.9,7.1,2.45,6.938271605,51,4.35,0.699,9,7.117283951,82.38888889,38.48765432,27.46296296,10.37037037,0.654320988,0.932098765,0.983,20,2,102,103,16,0.763,0.463,0.3,0.574
Boston Red Sox,2012,56,29.4,162,38.0617284,34.59259259,4.53,9.00617284,2.092592593,0.098765432,1.018518519,4.290123457,0.598765432,0.191358025,2.641975309,7.388888889,0.26,0.315,0.415,0.73,96,14.35185185,0.648148148,0.277777778,0.209876543,0.339506173,0.166666667,6.641975309,26,28.7,4.98,4.7,0.962962963,0.037037037,4,2,0.216049383,8.907407407,8.944444444,4.975308642,4.654320988,1.172839506,3.265432099,0.203703704,7.259259259,0.407407407,0.067901235,0.259259259,38.32716049,90,4.41,1.371,9,1.2,3.3,7.3,2.22,6.62962963,56,4.98,0.689,9,6.839506173,80.16666667,37.75925926,26.72222222,10.41358025,0.62345679,0.981481481,0.983,44,4,104,103,17,0.436,0.358,0.3,0.426
Chicago Cubs,2012,53,27.8,162,36.83333333,33.40123457,3.78,8.00617284,1.635802469,0.222222222,0.845679012,3.518518519,0.580246914,0.277777778,2.759259259,7.62345679,0.24,0.302,0.378,0.68,83,12.62345679,0.771604938,0.265432099,0.259259259,0.148148148,0.179012346,6.444444444,30,27.9,4.69,4.51,0.99382716,0.00617284,9,0,0.172839506,8.72345679,8.635802469,4.685185185,4.37037037,1.080246914,3.537037037,0.222222222,6.962962963,0.401234568,0.030864198,0.271604938,37.90123457,91,4.46,1.395,8.9,1.1,3.6,7.2,1.97,7.037037037,53,4.69,0.692,9,6.740740741,78.53703704,36.59876543,26.17901235,9.771604938,0.648148148,0.913580247,0.982,12,1,101,103,11,0.357,0.377,-0.1,0.377
Chicago White Sox,2012,45,30,162,37.72222222,34.0617284,4.62,8.697530864,1.407407407,0.179012346,1.302469136,4.481481481,0.672839506,0.265432099,2.845679012,7.425925926,0.255,0.318,0.422,0.74,98,14.37037037,0.691358025,0.401234568,0.191358025,0.222222222,0.148148148,6.407407407,25,27.5,4.17,4.02,0.962962963,0.037037037,11,2,0.228395062,8.920987654,8.425925926,4.172839506,3.987654321,1.148148148,3.104938272,0.179012346,7.691358025,0.419753086,0.055555556,0.407407407,37.64197531,106,4.23,1.292,8.5,1.2,3.1,7.8,2.48,6.697530864,45,4.17,0.702,9,7.067901235,80.31481481,36.94444444,26.77160494,9.740740741,0.432098765,0.950617284,0.988,55,5,104,104,17,0.553,0.556,0,0.525
Cincinnati Reds,2012,38,28.8,162,37.74691358,33.80864198,4.13,8.5,1.827160494,0.185185185,1.061728395,3.925925926,0.537037037,0.166666667,2.969135802,7.814814815,0.251,0.315,0.411,0.726,93,13.88271605,0.617283951,0.290123457,0.450617284,0.228395062,0.333333333,7.00617284,17,27.1,3.63,3.34,0.944444444,0.055555556,12,2,0.345679012,8.969135802,8.37037037,3.62962963,3.333333333,0.938271605,2.635802469,0.203703704,7.703703704,0.314814815,0.043209877,0.209876543,37.38271605,123,3.72,1.227,8.4,0.9,2.6,7.7,2.92,6.845679012,38,3.63,0.699,9,7.117283951,80.72222222,37.34567901,26.90740741,9.888888889,0.549382716,0.697530864,0.985,23,2,104,104,14,0.596,0.531,-0.3,0.599
Cleveland Indians,2012,48,27.8,162,38.24074074,34.10493827,4.12,8.549382716,1.641975309,0.148148148,0.839506173,3.919753086,0.679012346,0.271604938,3.425925926,6.709876543,0.251,0.324,0.381,0.705,99,13.00617284,0.87037037,0.364197531,0.104938272,0.240740741,0.172839506,7.172839506,24,27.6,5.22,4.78,0.987654321,0.012345679,6,1,0.265432099,8.901234568,9.277777778,5.216049383,4.728395062,1.074074074,3.351851852,0.166666667,6.703703704,0.339506173,0.037037037,0.413580247,38.78395062,82,4.4,1.419,9.4,1.1,3.4,6.8,2,6.864197531,47,5.22,0.685,9,6.814814815,80.11111111,37.57407407,26.7037037,10.27777778,0.592592593,0.969135802,0.984,-20,-2,94,95,13,0.667,0.414,0.2,0.42
Colorado Rockies,2012,49,28,162,38.16666667,34.42592593,4.68,9.419753086,1.888888889,0.320987654,1.024691358,4.419753086,0.617283951,0.24691358,2.777777778,7.487654321,0.274,0.33,0.436,0.766,93,15.02469136,0.814814815,0.222222222,0.456790123,0.240740741,0.209876543,6.858024691,27,28.2,5.49,5.22,1,0,7,0,0.222222222,8.777777778,10.10493827,5.49382716,5.086419753,1.222222222,3.49382716,0.37654321,7.061728395,0.290123457,0.037037037,0.580246914,39.40740741,89,4.59,1.549,10.4,1.3,3.6,7.2,2.02,7.580246914,49,5.49,0.657,9,6.895061728,79,37.69135802,26.33333333,10.60493827,0.75308642,0.858024691,0.98,-58,-5,117,117,13,0.439,0.333,-0.1,0.395
Detroit Tigers,2012,47,27.9,162,37.77160494,33.80246914,4.48,9.055555556,1.722222222,0.240740741,1.00617284,4.308641975,0.364197531,0.141975309,3.154320988,6.808641975,0.268,0.335,0.422,0.757,103,14.27777778,0.962962963,0.351851852,0.222222222,0.240740741,0.283950617,6.919753086,23,28.2,4.14,3.75,0.944444444,0.055555556,8,3,0.24691358,8.828395062,8.697530864,4.135802469,3.679012346,0.932098765,2.703703704,0.216049383,8.135802469,0.259259259,0.037037037,0.283950617,37.31481481,113,3.63,1.291,8.9,0.9,2.8,8.3,3.01,6.685185185,46,4.14,0.678,9,6.716049383,79.48148148,36.24691358,26.49382716,9.141975309,0.611111111,0.783950617,0.983,-59,-5,105,104,10,0.438,0.543,0,0.543
Houston Astros,2012,50,26.6,162,37.12345679,33.37654321,3.6,7.87654321,1.469135802,0.172839506,0.901234568,3.364197531,0.648148148,0.283950617,2.858024691,8.425925926,0.236,0.302,0.371,0.673,82,12.39506173,0.703703704,0.358024691,0.333333333,0.185185185,0.117283951,6.728395062,26,27.2,4.9,4.56,0.981481481,0.018518519,11,2,0.191358025,8.784567901,9.216049383,4.901234568,4.450617284,1.067901235,3.333333333,0.24691358,7.222222222,0.296296296,0.037037037,0.462962963,38.50617284,89,4.27,1.428,9.4,1.1,3.4,7.4,2.17,7.24691358,50,4.9,0.675,9,6.598765432,79.07407407,37.75925926,26.35802469,10.67283951,0.728395062,0.814814815,0.981,-67,-6,100,102,8,0.386,0.401,-0.1,0.34
Kansas City Royals,2012,46,26.1,162,37.95679012,34.79012346,4.17,9.209876543,1.820987654,0.228395062,0.808641975,3.969135802,0.814814815,0.234567901,2.49382716,6.37037037,0.265,0.317,0.4,0.716,94,13.91358025,0.802469136,0.259259259,0.160493827,0.25308642,0.216049383,6.709876543,25,27.3,4.6,4.3,0.987654321,0.012345679,12,1,0.271604938,8.957407407,9.283950617,4.604938272,4.277777778,1.00617284,3.345679012,0.271604938,7.265432099,0.37037037,0.049382716,0.302469136,38.58641975,98,4.18,1.41,9.3,1,3.4,7.3,2.17,7.104938272,45,4.6,0.673,9,7.512345679,80.62962963,37.59876543,26.87654321,10.02469136,0.697530864,1.055555556,0.981,-43,-4,102,102,14,0.509,0.401,0.1,0.444
Los Angeles Angels of Anaheim,2012,44,28.7,162,37.78395062,34.17283951,4.73,9.37037037,1.685185185,0.135802469,1.154320988,4.518518519,0.827160494,0.203703704,2.771604938,6.87037037,0.274,0.332,0.433,0.764,114,14.79012346,0.851851852,0.290123457,0.290123457,0.25308642,0.179012346,6.660493827,23,30.1,4.31,4.02,0.962962963,0.037037037,16,5,0.234567901,8.846296296,8.265432099,4.314814815,3.950617284,1.148148148,2.981481481,0.12345679,7.141975309,0.24691358,0.012345679,0.234567901,37.24691358,95,4.26,1.271,8.4,1.2,3,7.3,2.4,6.388888889,43,4.31,0.708,9,6.796296296,79.62962963,36.88888889,26.54320988,9.740740741,0.604938272,0.87037037,0.984,36,3,94,93,16,0.5,0.407,0.2,0.549
Los Angeles Dodgers,2012,50,30.4,162,37.59876543,33.56790123,3.93,8.450617284,1.660493827,0.141975309,0.716049383,3.74691358,0.641975309,0.271604938,2.969135802,7.135802469,0.252,0.317,0.374,0.69,91,12.54320988,0.858024691,0.320987654,0.50617284,0.234567901,0.302469136,6.864197531,25,29,3.69,3.34,0.987654321,0.012345679,10,2,0.24691358,8.945679012,7.882716049,3.685185185,3.320987654,0.75308642,3.327160494,0.382716049,7.87654321,0.277777778,0.012345679,0.283950617,37.45679012,114,3.64,1.253,7.9,0.8,3.3,7.9,2.37,6.925925926,50,3.69,0.702,9,6.524691358,80.53703704,37.75308642,26.84567901,10.30246914,0.604938272,0.851851852,0.984,10,1,96,96,16,0.518,0.438,-0.1,0.531
Miami Marlins,2012,45,28.3,162,37.38888889,33.5617284,3.76,8.191358025,1.611111111,0.240740741,0.845679012,3.555555556,0.919753086,0.25308642,2.987654321,7.580246914,0.244,0.308,0.382,0.69,85,12.82098765,0.703703704,0.216049383,0.37037037,0.24691358,0.283950617,6.740740741,21,28.8,4.47,4.09,0.969135802,0.030864198,7,3,0.234567901,8.890123457,8.938271605,4.469135802,4.043209877,0.820987654,3.055555556,0.37654321,6.87037037,0.339506173,0.024691358,0.222222222,38.18518519,100,3.89,1.349,9,0.8,3.1,7,2.25,7.037037037,44,4.47,0.685,9,7.12345679,80.03703704,37.49382716,26.67901235,10.17901235,0.635802469,0.950617284,0.983,2,0,102,103,15,0.5,0.370,0,0.426
Milwaukee Brewers,2012,46,29.1,162,38.42592593,34.30246914,4.79,8.901234568,1.851851852,0.240740741,1.24691358,4.574074074,0.975308642,0.240740741,2.87654321,7.654320988,0.259,0.325,0.437,0.762,101,14.97530864,0.685185185,0.555555556,0.469135802,0.216049383,0.216049383,6.814814815,23,29,4.52,4.22,1,0,9,0,0.271604938,8.97037037,9,4.524691358,4.209876543,1.043209877,3.240740741,0.12345679,8.654320988,0.191358025,0.030864198,0.351851852,38.54938272,98,3.82,1.364,9,1,3.3,8.7,2.67,7.104938272,46,4.52,0.672,9,6.660493827,80.75925926,36.98765432,26.91975309,9.456790123,0.611111111,0.820987654,0.983,-26,-2,105,104,16,0.429,0.549,-0.3,0.512
Minnesota Twins,2012,47,28.8,162,38.32716049,34.33333333,4.33,8.938271605,1.666666667,0.185185185,0.808641975,4.111111111,0.833333333,0.228395062,3.117283951,6.598765432,0.26,0.325,0.39,0.715,98,13.40123457,0.919753086,0.327160494,0.203703704,0.345679012,0.172839506,7.061728395,25,27.8,5.14,4.77,0.981481481,0.018518519,6,1,0.216049383,8.877777778,9.481481481,5.135802469,4.703703704,1.222222222,2.87037037,0.265432099,5.820987654,0.351851852,0.012345679,0.37037037,38.35802469,86,4.66,1.391,9.6,1.2,2.9,5.9,2.03,6.580246914,47,5.14,0.69,9,7.228395062,79.92592593,38.31481481,26.64197531,11.01234568,0.660493827,1.160493827,0.983,-20,-2,98,100,10,0.481,0.407,0.1,0.407
New York Mets,2012,49,27.9,162,37.59876543,33.64197531,4.01,8.37654321,1.765432099,0.12962963,0.858024691,3.858024691,0.487654321,0.234567901,3.104938272,7.716049383,0.249,0.316,0.386,0.701,94,12.97530864,0.728395062,0.259259259,0.395061728,0.185185185,0.265432099,6.901234568,28,30.3,4.38,4.09,0.956790123,0.043209877,13,5,0.222222222,8.851851852,8.444444444,4.37654321,4.018518519,0.99382716,3.012345679,0.179012346,7.654320988,0.24691358,0.018518519,0.24691358,37.56790123,93,3.93,1.294,8.6,1,3.1,7.8,2.54,6.635802469,48,4.38,0.694,9,6.543209877,79.66666667,36.45061728,26.55555556,9.271604938,0.62345679,0.833333333,0.983,-5,0,95,96,9,0.476,0.333,0,0.457
New York Yankees,2012,45,32.9,162,38.46296296,34.09876543,4.96,9.024691358,1.728395062,0.080246914,1.512345679,4.777777778,0.574074074,0.166666667,3.487654321,7.259259259,0.265,0.337,0.453,0.79,112,15.45061728,0.839506173,0.382716049,0.191358025,0.302469136,0.191358025,7.00617284,24,30.3,4.12,3.84,0.962962963,0.037037037,9,2,0.314814815,8.92037037,8.648148148,4.12345679,3.808641975,1.172839506,2.660493827,0.197530864,8.135802469,0.302469136,0.055555556,0.327160494,37.5617284,110,3.98,1.268,8.7,1.2,2.7,8.2,3.06,6.672839506,45,4.12,0.693,9,6.771604938,80.2962963,36.30864198,26.7654321,9.080246914,0.462962963,0.833333333,0.987,-17,-2,104,103,20,0.468,0.438,0.2,0.586
Oakland Athletics,2012,50,27.7,162,38.16666667,34.11728395,4.4,8.117283951,1.648148148,0.197530864,1.203703704,4.172839506,0.75308642,0.197530864,3.395061728,8.561728395,0.238,0.31,0.404,0.714,99,13.77160494,0.598765432,0.277777778,0.166666667,0.209876543,0.179012346,6.759259259,25,27.9,3.79,3.48,0.99382716,0.00617284,13,0,0.290123457,9.074074074,8.395061728,3.790123457,3.512345679,0.907407407,2.851851852,0.209876543,7.012345679,0.283950617,0.030864198,0.24691358,37.84567901,112,3.89,1.239,8.3,0.9,2.8,7,2.46,6.833333333,50,3.79,0.704,9,7.24691358,81.66666667,37.58641975,27.22222222,9.679012346,0.685185185,0.833333333,0.982,23,2,95,95,13,0.581,0.438,0.2,0.58
Philadelphia Phillies,2012,49,31.1,162,38.09876543,34.22222222,4.22,8.728395062,1.672839506,0.172839506,0.975308642,4.067901235,0.716049383,0.141975309,2.802469136,6.75308642,0.255,0.317,0.4,0.716,92,13.67283951,0.703703704,0.388888889,0.444444444,0.240740741,0.25308642,7.00617284,24,29.1,4.2,3.83,0.969135802,0.030864198,11,4,0.259259259,8.957407407,8.561728395,4.197530864,3.814814815,1.098765432,2.524691358,0.203703704,8.549382716,0.271604938,0.018518519,0.185185185,37.48148148,105,3.72,1.237,8.6,1.1,2.5,8.6,3.39,6.407407407,49,4.2,0.686,9,6.777777778,80.62962963,37.12962963,26.87654321,9.62962963,0.62345679,0.728395062,0.983,-27,-2,102,102,15,0.481,0.494,-0.1,0.5
